Date,High,Low,Open,Close,Volume,Adj Close
2014-01-02,52.51142883300781,51.5428581237793,52.40142822265625,51.83142852783203,12325600.0,51.83142852783203
2014-01-03,52.4957160949707,51.842857360839844,52.0,51.871429443359375,10817100.0,51.871429443359375
2014-01-06,52.04428482055664,50.47571563720703,51.88999938964844,51.36714172363281,15501500.0,51.36714172363281
2014-01-07,49.698570251464844,48.15285873413086,49.68428421020508,48.5,36167600.0,48.5
2014-01-08,49.42571258544922,48.07428741455078,48.104286193847656,48.71285629272461,20001100.0,48.71285629272461
2014-01-09,49.13999938964844,47.85714340209961,48.82428741455078,48.150001525878906,17007200.0,48.150001525878906
2014-01-10,48.37714385986328,47.218570709228516,48.29571533203125,47.448570251464844,16237900.0,47.448570251464844
2014-01-13,49.810001373291016,47.30428695678711,47.30428695678711,48.11571502685547,27237000.0,48.11571502685547
2014-01-14,48.79999923706055,47.5099983215332,48.77714157104492,48.279998779296875,19740000.0,48.279998779296875
2014-01-15,48.36714172363281,45.58142852783203,47.85714340209961,47.1971435546875,40432000.0,47.1971435546875
2014-01-16,47.69571304321289,46.00285720825195,46.915714263916016,47.38285827636719,21135800.0,47.38285827636719
2014-01-17,47.83142852783203,46.89142990112305,47.43857192993164,47.1485710144043,16417100.0,47.1485710144043
2014-01-21,47.4957160949707,45.75,47.461429595947266,46.95857238769531,25220300.0,46.95857238769531
2014-01-22,47.77714157104492,46.764286041259766,47.07143020629883,47.67571258544922,48342000.0,47.67571258544922
2014-01-23,56.51856994628906,53.92714309692383,55.342857360839844,55.531429290771484,91280000.0,55.531429290771484
2014-01-24,55.81428527832031,54.76856994628906,54.81142807006836,55.1542854309082,35466900.0,55.1542854309082
2014-01-27,55.92856979370117,52.93714141845703,55.341426849365234,54.461429595947266,32526900.0,54.461429595947266
2014-01-28,58.2014274597168,54.394287109375,54.47428512573242,58.11000061035156,43590400.0,58.11000061035156
2014-01-29,58.191429138183594,56.86428451538086,57.58856964111328,57.202857971191406,28968100.0,57.202857971191406
2014-01-30,58.45571517944336,57.35857009887695,58.157142639160156,57.810001373291016,18379200.0,57.810001373291016
2014-01-31,58.91428756713867,57.47142791748047,57.47285842895508,58.47571563720703,23625000.0,58.47571563720703
2014-02-03,58.878570556640625,57.2457160949707,58.842857360839844,57.76856994628906,20145300.0,57.76856994628906
2014-02-04,58.361427307128906,56.71571350097656,57.92142868041992,57.987144470214844,18066300.0,57.987144470214844
2014-02-05,58.25,56.85714340209961,57.592857360839844,57.77428436279297,16762900.0,57.77428436279297
2014-02-06,58.7014274597168,57.202857971191406,58.060001373291016,58.272857666015625,12852000.0,58.272857666015625
2014-02-07,61.5,58.65142822265625,59.06285858154297,61.42571258544922,32921000.0,61.42571258544922
2014-02-10,61.76714324951172,60.611427307128906,61.34714126586914,61.49142837524414,13812400.0,61.49142837524414
2014-02-11,62.251426696777344,60.78714370727539,61.422855377197266,61.998573303222656,13667500.0,61.998573303222656
2014-02-12,62.128570556640625,60.79142761230469,62.111427307128906,61.27571487426758,15673000.0,61.27571487426758
2014-02-13,62.78428649902344,60.71428680419922,60.81285858154297,62.36428451538086,18700500.0,62.36428451538086
2014-02-14,62.52857208251953,61.66999816894531,62.43714141845703,62.21571350097656,11985400.0,62.21571350097656
2014-02-18,63.03428649902344,61.14285659790039,62.422855377197266,62.407142639160156,15507800.0,62.407142639160156
2014-02-19,62.32143020629883,61.138572692871094,61.66714096069336,61.17571258544922,16031400.0,61.17571258544922
2014-02-20,62.538570404052734,61.308570861816406,61.478572845458984,62.13571548461914,11965100.0,62.13571548461914
2014-02-21,62.67142868041992,61.378570556640625,62.67142868041992,61.74714279174805,13483400.0,61.74714279174805
2014-02-24,64.2414321899414,61.21428680419922,62.209999084472656,63.85714340209961,26043500.0,63.85714340209961
2014-02-25,65.39857482910156,63.57143020629883,64.28571319580078,64.71857452392578,18700500.0,64.71857452392578
2014-02-26,65.14286041259766,63.71428680419922,65.12857055664062,64.11285400390625,15010100.0,64.11285400390625
2014-02-27,64.87571716308594,63.977142333984375,63.977142333984375,64.60428619384766,10304700.0,64.60428619384766
2014-02-28,64.88571166992188,63.0,64.73285675048828,63.66143035888672,15751400.0,63.66143035888672
2014-03-03,63.67856979370117,62.58571243286133,63.02714157104492,63.65571594238281,13528200.0,63.65571594238281
2014-03-04,65.0,63.65571594238281,64.41714477539062,64.99714660644531,12387900.0,64.99714660644531
2014-03-05,65.26285552978516,64.5585708618164,64.855712890625,64.78571319580078,10868900.0,64.78571319580078
2014-03-06,65.42857360839844,64.14142608642578,64.9914321899414,64.35857391357422,11809000.0,64.35857391357422
2014-03-07,64.93428802490234,63.644287109375,64.86714172363281,64.0528564453125,11573800.0,64.0528564453125
2014-03-10,64.1114273071289,61.728572845458984,64.06714630126953,62.849998474121094,15439200.0,62.849998474121094
2014-03-11,63.81142807006836,62.235713958740234,63.23428726196289,62.49714279174805,10448200.0,62.49714279174805
2014-03-12,62.78571319580078,61.38285827636719,61.95428466796875,62.36857223510742,12134500.0,62.36857223510742
2014-03-13,62.89714431762695,61.182857513427734,62.81571578979492,61.43714141845703,11390400.0,61.43714141845703
2014-03-14,62.14142990112305,60.42856979370117,61.104286193847656,60.64142990112305,14989100.0,60.64142990112305
2014-03-17,61.5428581237793,60.33000183105469,61.16999816894531,60.388572692871094,10695300.0,60.388572692871094
2014-03-18,60.894287109375,59.5,60.33856964111328,60.03571319580078,14688100.0,60.03571319580078
2014-03-19,60.77857208251953,59.58000183105469,59.98143005371094,60.012855529785156,10531500.0,60.012855529785156
2014-03-20,61.74285888671875,59.92856979370117,59.952857971191406,60.61000061035156,14494900.0,60.61000061035156
2014-03-21,61.191429138183594,57.96285629272461,60.871429443359375,57.998573303222656,26770800.0,57.998573303222656
2014-03-24,58.06428527832031,52.657142639160156,57.92714309692383,54.128570556640625,42483700.0,54.128570556640625
2014-03-25,54.9900016784668,52.25,54.14285659790039,52.977142333984375,30356900.0,52.977142333984375
