Date,High,Low,Open,Close,Volume,Adj Close
2014-01-02,79.57571411132812,78.86000061035156,79.38285827636719,79.01856994628906,58671200.0,71.59166717529297
2014-01-03,79.0999984741211,77.20428466796875,78.9800033569336,77.2828598022461,98116900.0,70.01909637451172
2014-01-06,78.11428833007812,76.22856903076172,76.77857208251953,77.70428466796875,103152700.0,70.4009017944336
2014-01-07,77.9942855834961,76.84571075439453,77.76000213623047,77.14857482910156,79302300.0,69.89742279052734
2014-01-08,77.93714141845703,76.9557113647461,76.97285461425781,77.63714599609375,64632400.0,70.34009552001953
2014-01-09,78.12285614013672,76.47856903076172,78.11428833007812,76.64571380615234,69787200.0,69.44184112548828
2014-01-10,77.25714111328125,75.87285614013672,77.11856842041016,76.13428497314453,76244000.0,68.97846221923828
2014-01-13,77.5,75.6971435546875,75.70143127441406,76.5328598022461,94623200.0,69.33958435058594
2014-01-14,78.10428619384766,76.8085708618164,76.8885726928711,78.05571746826172,83140400.0,70.71932220458984
2014-01-15,80.02857208251953,78.8085708618164,79.07428741455078,79.62285614013672,97909700.0,72.13916778564453
2014-01-16,79.55000305175781,78.81143188476562,79.27143096923828,79.17857360839844,57319500.0,71.73664855957031
2014-01-17,78.86714172363281,77.12857055664062,78.7828598022461,77.23857116699219,106684900.0,69.97897338867188
2014-01-21,78.58142852783203,77.2028579711914,77.28428649902344,78.43856811523438,82131700.0,71.0661849975586
2014-01-22,79.61285400390625,78.2585678100586,78.70143127441406,78.78713989257812,94996300.0,71.38200378417969
2014-01-23,79.5,77.83000183105469,78.56285858154297,79.45428466796875,100809800.0,71.9864501953125
2014-01-24,79.37428283691406,77.82142639160156,79.14286041259766,78.01000213623047,107338700.0,70.67789459228516
2014-01-27,79.25714111328125,77.96428680419922,78.58142852783203,78.64286041259766,138719700.0,71.25126647949219
2014-01-28,73.57142639160156,71.72428894042969,72.68000030517578,72.35713958740234,266380800.0,65.55634307861328
2014-01-29,72.48143005371094,71.23143005371094,71.99285888671875,71.53571319580078,125702500.0,64.81212615966797
2014-01-30,72.35713958740234,70.95714569091797,71.79142761230469,71.39714050292969,169625400.0,64.68655395507812
2014-01-31,71.64714050292969,70.50714111328125,70.73999786376953,71.5142822265625,116199300.0,64.79268646240234
2014-02-03,72.5328598022461,71.32857513427734,71.80142974853516,71.64714050292969,100366000.0,64.91307830810547
2014-02-04,72.77999877929688,71.82286071777344,72.2642822265625,72.68428802490234,94170300.0,65.85275268554688
2014-02-05,73.6114273071289,72.32142639160156,72.36571502685547,73.22714233398438,82086200.0,66.34457397460938
2014-02-06,73.35713958740234,72.5442886352539,72.86571502685547,73.21571350097656,64441300.0,66.73127746582031
2014-02-07,74.70428466796875,73.91143035888672,74.48285675048828,74.23999786376953,92570100.0,67.66483306884766
2014-02-10,75.99857330322266,74.0,74.09428405761719,75.56999969482422,86389800.0,68.8770523071289
2014-02-11,76.82142639160156,75.64286041259766,75.80142974853516,76.56571197509766,70564200.0,69.78457641601562
2014-02-12,77.08000183105469,76.17713928222656,76.70714569091797,76.55999755859375,77025200.0,69.77938079833984
2014-02-13,77.8357162475586,76.31428527832031,76.37999725341797,77.77571105957031,76849500.0,70.88742065429688
2014-02-14,77.99714660644531,77.31571197509766,77.49571228027344,77.71286010742188,68231100.0,70.83013153076172
2014-02-18,78.7414321899414,77.94428253173828,78.0,77.99857330322266,65062900.0,71.09052276611328
2014-02-19,78.12714385986328,76.3357162475586,77.82142639160156,76.76714324951172,78442000.0,69.96817779541016
2014-02-20,76.71428680419922,75.57142639160156,76.14142608642578,75.87857055664062,76464500.0,69.1583023071289
2014-02-21,76.36714172363281,74.94285583496094,76.11285400390625,75.03571319580078,69696200.0,68.39009857177734
2014-02-24,75.7028579711914,74.63143157958984,74.7357177734375,75.36428833007812,72227400.0,68.68955993652344
2014-02-25,75.6528549194336,74.42857360839844,75.62571716308594,74.58000183105469,57988000.0,67.97473907470703
2014-02-26,75.0,73.65714263916016,74.80142974853516,73.90714263916016,69054300.0,67.3614730834961
2014-02-27,75.54000091552734,73.72142791748047,73.87714385986328,75.38143157958984,75470500.0,68.70518493652344
2014-02-28,76.10713958740234,74.58856964111328,75.58285522460938,75.17713928222656,92992200.0,68.51898193359375
2014-03-03,75.80714416503906,74.68714141845703,74.77428436279297,75.394287109375,59695300.0,68.71690368652344
2014-03-04,76.0914306640625,75.39571380615234,75.85713958740234,75.89142608642578,64785000.0,69.1700210571289
2014-03-05,76.39286041259766,75.58999633789062,75.84571075439453,76.05142974853516,50015700.0,69.31584167480469
2014-03-06,76.34857177734375,75.44285583496094,76.11285400390625,75.82142639160156,46372200.0,69.10620880126953
2014-03-07,75.99714660644531,75.1500015258789,75.87000274658203,75.77714538574219,55182400.0,69.06584930419922
2014-03-10,76.19000244140625,75.47714233398438,75.4800033569336,75.84571075439453,44646000.0,69.12834167480469
2014-03-11,76.96286010742188,76.08428192138672,76.49285888671875,76.58428192138672,69806100.0,69.801513671875
2014-03-12,76.7642822265625,76.0,76.35857391357422,76.6585693359375,49831600.0,69.86922454833984
2014-03-13,77.09428405761719,75.59428405761719,76.77714538574219,75.80714416503906,64435700.0,69.09320831298828
2014-03-14,75.8414306640625,74.71428680419922,75.54142761230469,74.9557113647461,59299800.0,68.31717681884766
2014-03-17,75.70999908447266,75.12142944335938,75.38571166992188,75.24857330322266,49886200.0,68.5840835571289
2014-03-18,75.99571228027344,75.02857208251953,75.12857055664062,75.9142837524414,52411800.0,69.19085693359375
2014-03-19,76.605712890625,75.57142639160156,76.03713989257812,75.894287109375,56189000.0,69.1726303100586
2014-03-20,76.09571075439453,75.3357162475586,75.69857025146484,75.52857208251953,52099600.0,68.83930206298828
